Table présente Supabase

| table_schema | table_name                  | column_name             | data_type                   | is_nullable | column_default                                  |
| public       | ventes_menu                 | cout_matiere            | numeric                     | NO          | null                                            |
| public       | ventes_menu                 | marge                   | numeric                     | YES         | null                                            |
| public       | ventes_menu                 | food_cost               | numeric                     | YES         | null                                            |
| public       | ventes_menu                 | created_at              | timestamp with time zone    | YES         | timezone('utc'::text, now())                    |
| public       | ventes_menu                 | mama_id                 | uuid                        | YES         | null                                            |
| public       | zones                       | id                      | uuid                        | NO          | uuid_generate_v4()                              |
| public       | zones                       | nom                     | text                        | NO          | null                                            |
| public       | zones                       | description             | text                        | YES         | null                                            |
| public       | zones                       | mama_id                 | uuid                        | NO          | null                                            |
| public       | zones                       | created_at              | timestamp with time zone    | YES         | now()                                           |
| public       | zones                       | updated_at              | timestamp with time zone    | YES         | now()                                           |
| public       | zones                       | user_id                 | uuid                        | YES         | null                                            |
| public       | zones_stock                 | id                      | uuid                        | NO          | gen_random_uuid()                               |
| public       | zones_stock                 | nom                     | text                        | YES         | null                                            |
| public       | zones_stock                 | mama_id                 | uuid                        | YES         | null                                            |
